clean_tags,hashtags,date,Year,Month,Day,user_id,username,name,tweet,language,mentions,replies_count,retweets_count,likes_count,link,retweet,reply_to
"climatestrike, fridaysforfuture, climatestrikeonline, climate, climateaction, climateactionnow, digitalstrike, 気候危機","['climatestrike', 'fridaysforfuture', 'climatestrikeonline', 'climate', 'climateaction', 'climateactionnow', 'digitalstrike', '気候危機']",2021-03-05,2021,3,5,1253577790516940800,shibainuvolunt1,柴犬好きのボランティア日記　love shibadogs volunteer diary,#ClimateStrike Week44 3月19日にグローバル ＃FridaysForFuture が行われます。ホームページに企画が掲載し始めたので是非見て下さい。成功するには多くの人の参加が必要です。参加お待ちしています。＃ClimateStrikeOnline　#climate #ClimateAction #ClimateActionNow ＃DigitalStrike #気候危機  https://t.co/D1d8sMSOYu,ja,[],4,11,21,https://twitter.com/shibainuvolunt1/status/1367791899285671936,False,[]
"globalclimatestrike, fightfor1point5, makeparisreal, climateactionnow, facetheclimateemergency, strongertogether, fridaysforfuture, unitebehindthescience, globalclimatejustice, nomoreemptypromises, withdrawthecap","['globalclimatestrike', 'fightfor1point5', 'makeparisreal', 'climateactionnow', 'facetheclimateemergency', 'strongertogether', 'fridaysforfuture', 'unitebehindthescience', 'globalclimatejustice', 'nomoreemptypromises', 'withdrawthecap']",2021-03-05,2021,3,5,2338275336,endelstamberg,Endel Stamberg #FightFor1Point5,Join the #GlobalClimateStrike on 19th March! ❤️🌍🌏🌎🌳🌱🌿💮🏵️🌺🌻🌞🦋  #FightFor1Point5 #MakeParisReal #ClimateActionNow #FaceTheClimateEmergency #StrongerTogether #FridaysForFuture #UniteBehindTheScience #globalclimatejustice #NoMoreEmptyPromises #WithdrawTheCAP,en,[],2,5,9,https://twitter.com/endelstamberg/status/1367792954769833984,False,[]
"climatestrike, internationalwomensday, climatejustice, genderjustice, fridaysforfuture, iwd2021","['climatestrike', 'internationalwomensday', 'climatejustice', 'genderjustice', 'fridaysforfuture', 'iwd2021']",2021-03-05,2021,3,5,1106233568131461121,cevikushb,Deniz4Future,"My 102nd week on #ClimateStrike 🌎 As we approach this year's #InternationalWomensDay, I celebrate all the many amazing girls &amp; women in the climate movement. Women's rights = human rights, and there's no #ClimateJustice without #GenderJustice 🌍 #FridaysForFuture #IWD2021  https://t.co/GUIDY35vrQ",en,[],23,110,490,https://twitter.com/CevikusHB/status/1367797060045529089,False,[]
"climatestrike, fightforyourhumanright, fridaysforfuture, climateaction, climatecrisis","['climatestrike', 'fightforyourhumanright', 'fridaysforfuture', 'climateaction', 'climatecrisis']",2021-03-05,2021,3,5,1083095649372065793,anikadafert,Anika Dafert,#Climatestrike week 109  #FightForYourHumanRight We've launched a climate lawsuit against Austria before the European Court of Human Rights this week.  For more infos &amp; if you can donate to our crowdfunding:  https://t.co/gH5XXKuWxy #FridaysForFuture #ClimateAction #ClimateCrisis  https://t.co/jtQ4djMFjX,en,[],12,165,599,https://twitter.com/anikadafert/status/1367758115245031424,False,[]
gruene,['gruene'],2021-03-06,2021,3,6,1305496099440951296,patriotismus22,Patriotische Plattform,KEIN BOCK AUF #Gruene! 😳😳😳 @Die_Gruenen @FridayForFuture @ABaerbock @Luisamneubauer  https://t.co/JQ7gXcGn7C,de,"[{'screen_name': 'die_gruenen', 'name': 'bündnis 90/die grünen', 'id': '14553288'}, {'screen_name': 'fridayforfuture', 'name': 'fridays for future germany', 'id': '1072187272815149057'}, {'screen_name': 'abaerbock', 'name': 'außenministerin annalena baerbock', 'id': '1469264387512979461'}, {'screen_name': 'luisamneubauer', 'name': 'luisa neubauer', 'id': '1068337838'}]",6,12,37,https://twitter.com/Patriotismus22/status/1368294528873037824,False,[]
fridaysforfuture,['fridaysforfuture'],2021-03-06,2021,3,6,105708430,sayakafc,舩田クラーセンさやか Sayaka Funada-Classen,欧州内、世界の規範変動が、子どもたちの環境運動（#FridaysForFuture ）のお陰だと、日本ではほとんど知られてないのが悔しい。前から運動はあった。私も関わってきた。でも決定打に欠けたところを、子どもたちが立ち上がり突破。政治も変え、ドイツのスーパーですら、今、脱プラと有機をウリに😉,ja,[],3,76,180,https://twitter.com/sayakafc/status/1368266321008488453,False,[]
cleanupstandardchartered,['cleanupstandardchartered'],2021-03-06,2021,3,6,1072187272815149057,fridayforfuture,Fridays for Future Germany,"Aktivist:innen der ganzen Welt fragen die Bank @StanChart, wieso sie inmitten der Klimakrise weiterhin Kohleprojekte finanziert. Wir fordern: Stoppt die Zerstörung! Weltweit befeuern Finanzinstitute mit Geldern für fossile Großprojekte Naturkatastrophen. #CleanUpStandardChartered",de,"[{'screen_name': 'stanchart', 'name': 'standard chartered', 'id': '58354465'}]",6,26,139,https://twitter.com/FridayForFuture/status/1368247896328597505,False,[]
fridaysforfuture,['fridaysforfuture'],2021-03-06,2021,3,6,1155848155893837825,thereal32492440,Inspector Reality 🕵️‍♂️ 🇩🇪 🇬🇷,Mal eine Info für die Deppen von #FridaysForFuture: ihr hüpft für den Abbau von fossilen Brennstoffen. Finanziert von Soros &amp; Gates. Erneuerbare Energien reichen nicht aus! Deshalb kommt bald wieder ATOMENERGIE! Wegen Euch! Ihr tanzt für den Teufel! 🕵️‍♂️   https://t.co/jAEoPjsvLs,de,[],3,6,11,https://twitter.com/TheReal32492440/status/1368261076677230598,False,[]
fridaysforfuture,['fridaysforfuture'],2021-03-06,2021,3,6,1097754070570491906,vikingrohan,Rob Alexander 🇬🇧🗽,"Tagtäglich sagen mir Jugendliche, dass ihnen die Jugend geklaut wird.  Anfangs habe ich das belächelt.   Heute weiß ich, dass es ein ernstgemeinter Hilferuf ist.   Aber diese Jugendlichen dürfen sich natürlich nicht mit der Bundesregierung treffen.  Das darf nur #FridaysForFuture",de,[],8,37,151,https://twitter.com/VikingRohan/status/1368088774304030722,False,[]
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller","['ohnemeinenphysiotherapeuten', 'therapeutenamlimit', 'gesundheitkämpft', 'unten', 'einesorgeweniger', 'heimatstern', 'noafd', 'fridaysforfuture', 'legalizeit', 'richtermüller']",2021-03-06,2021,3,6,3208594605,jmxmertens,Jörg Mertens🥦🌈🇺🇦#EineSorgeWeniger,Guten Morgen vom Hirschgarten 👋😷leicht weiß gepudert kalt beginnt des Märzen erster Samstag... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller 💪🍀🌹✊🥦❄️,de,[],5,4,19,https://twitter.com/JmxMertens/status/1368054323394011137,False,[]
"climatestrikeonline, fridaysforfuture, schoolstrike4climate, facetheclimateemergency","['climatestrikeonline', 'fridaysforfuture', 'schoolstrike4climate', 'facetheclimateemergency']",2021-03-06,2021,3,6,1160990852006572032,solo_syn_,Ian Price,School strike week ???  So many I’ve lost count! #climatestrikeonline #fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency  https://t.co/6Bd9CQqKxU,en,[],4,20,59,https://twitter.com/solo_syn_/status/1367983141265149954,False,[]
fridaysforfuture,['fridaysforfuture'],2021-03-06,2021,3,6,2733955899,maurice_conrad,Maurice Conrad,Das ist die Antwort des grünen Ministerpräsidenten auf die Frage nach regionalem Klimaschutz und #FridaysForFuture im @DLF. Keine weiteren Fragen mehr.  https://t.co/CtqyP0173L,de,"[{'screen_name': 'dlf', 'name': 'deutschlandfunk', 'id': '212407067'}]",40,70,211,https://twitter.com/Maurice_Conrad/status/1368143431348985856,False,[]
allefür1komma5,['allefür1komma5'],2021-03-07,2021,3,7,1072187272815149057,fridayforfuture,Fridays for Future Germany,"Habt ihr euren Account schon mit unserem Profilbild-Generator für den 19. März gepimpt? Zeigt euren Follower, dass ihr uns in zwei Wochen unterstützt! Wir sind #AlleFür1Komma5.  ➡️ Den Link gibt's hier:  https://t.co/xGghV50NYO",de,[],27,39,134,https://twitter.com/FridayForFuture/status/1368627010705240065,False,[]
"waldbesetzer, baumhaus, klimakrise, klimakriseistjetzt, klimawandel, fridaysforfuture","['waldbesetzer', 'baumhaus', 'klimakrise', 'klimakriseistjetzt', 'klimawandel', 'fridaysforfuture']",2021-03-07,2021,3,7,87278692,piratenbaer,Philipp Evenburg,Wichtig und richtig @ARTEde Re: Generation #Waldbesetzer: Im #Baumhaus gegen die #Klimakrise @FridayForFuture #KlimakriseISTjetzt #Klimawandel #FridaysForFuture  https://t.co/lAhHnYvRZI,de,"[{'screen_name': 'artede', 'name': 'arte', 'id': '26472681'}, {'screen_name': 'fridayforfuture', 'name': 'fridays for future germany', 'id': '1072187272815149057'}]",2,10,20,https://twitter.com/Piratenbaer/status/1368557811848904704,False,[]
"fridaysforfuture, klimakrise","['fridaysforfuture', 'klimakrise']",2021-03-07,2021,3,7,1120772155669716992,educators4f,🇺🇦 Pädagogen for Future #StandWithUkraine,"Think about that⏬ ""Es geht bei der Klimapolitik letztlich auch immer um Machtpolitik, und die Bekämpfung des Klimawandels hat in Deutschland immer noch keine Macht. Das sollten wir uns alle mal eingestehen."" Andreas Knie #FridaysForFuture #Klimakrise",de,[],3,11,22,https://twitter.com/Educators4F/status/1368651312406134792,False,[]
klimakrise,['klimakrise'],2021-03-07,2021,3,7,3337195096,sabinemaur,Sabine Maur,#klimakrise &amp; psychische gesundheit:  @Luisamneubauer von den @FridayForFuture weist in ihrem 1.5grad-podcast auf die unterstützungsmöglichkeiten durch die @Psychologists4F hin 👇🏻  https://t.co/CBUcb4X0HO,de,"[{'screen_name': 'luisamneubauer', 'name': 'luisa neubauer', 'id': '1068337838'}, {'screen_name': 'fridayforfuture', 'name': 'fridays for future germany', 'id': '1072187272815149057'}, {'screen_name': 'psychologists4f', 'name': 'psychologists for future germany', 'id': '1128352753317752832'}]",3,8,31,https://twitter.com/SabineMaur/status/1368501476667056128,False,[]
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller","['ohnemeinenphysiotherapeuten', 'therapeutenamlimit', 'gesundheitkämpft', 'unten', 'einesorgeweniger', 'heimatstern', 'noafd', 'fridaysforfuture', 'legalizeit', 'richtermüller']",2021-03-07,2021,3,7,3208594605,jmxmertens,Jörg Mertens🥦🌈🇺🇦#EineSorgeWeniger,"Guten Morgen vom Hirschgarten 👋😷heute hält der Sonntag nicht nur eine Broccoli-Dosis bereit,es gibt  auch Astra #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller 💪✊ 💉🥦",de,[],5,4,16,https://twitter.com/JmxMertens/status/1368382626596323331,False,[]
untersteller,['untersteller'],2021-03-07,2021,3,7,15998552,peterunfried,Peter Unfried,"Der Vorwurf gegen die regierenden Kretschmann-@grueneBW von Ökos, @FridayForFuture und @Klimaliste lautet: Zu viel Diesel, zu wenig Klima. Franz #Untersteller war zehn Jahre Kretschmanns Klima-, Umwelt und Energiewirtschaftsminister. Was hat er erreicht?   https://t.co/RlrmsMUGr6",de,"[{'screen_name': 'gruenebw', 'name': 'gruenebw', 'id': '16002482'}, {'screen_name': 'fridayforfuture', 'name': 'fridays for future germany', 'id': '1072187272815149057'}, {'screen_name': 'klimaliste', 'name': 'klimaliste deutschland', 'id': '1136277497144848384'}]",5,15,37,https://twitter.com/peterunfried/status/1368516931293216768,False,[]
weltfrauentag,['weltfrauentag'],2021-03-08,2021,3,8,1072187272815149057,fridayforfuture,Fridays for Future Germany,"Diese Woche gehört dieser Account nur Frauen, Inter, nicht-binären, Trans oder Agender Menschen von Fridays for Future, denn der #Weltfrauentag ist auch bei uns feministischer Kampftag! Keine Klimagerechtigkeit ohne Feminismus 💜✊",de,[],183,135,1638,https://twitter.com/FridayForFuture/status/1368824808499216385,False,[]
"linksextremisten, internationalwomensday","['linksextremisten', 'internationalwomensday']",2021-03-08,2021,3,8,805308596,beatrix_vstorch,Beatrix von Storch,"FridaysForFuture macht jeden Tag klarer, dass es ihnen nicht um Klima, sondern um den alten kommunistischen Klassenkampf geht. Es sind #Linksextremisten. Die angebliche Klimakrise dient nur als Fassade um die naiven deutschen Wohlstandsbürger abzuholen. #InternationalWomensDay",de,[],72,100,418,https://twitter.com/Beatrix_vStorch/status/1368855771539251204,False,[]
feministischerkampftag,['feministischerkampftag'],2021-03-08,2021,3,8,1072187272815149057,fridayforfuture,Fridays for Future Germany,"FINTA* steht für Frauen, Inter, Non-Binary, Trans und Agender. Damit gemeint sind alle Menschen, die von Sexismus betroffen sind. Denn nicht nur cis-Frauen - Frauen, deren biologisches und erlebtes Geschlecht übereinstimmen - leiden unter dem Patriarchat. #FeministischerKampftag",de,[],125,80,562,https://twitter.com/FridayForFuture/status/1368872783397199877,False,[]
"decarbonization, solar, electric, trains, renewables, transportation, renewableenergy, ev, climatechange, climateemergency, climateaction, fridaysforfuture, sustainability, carbon, sdgs, pollution","['decarbonization', 'solar', 'electric', 'trains', 'renewables', 'transportation', 'renewableenergy', 'ev', 'climatechange', 'climateemergency', 'climateaction', 'fridaysforfuture', 'sustainability', 'carbon', 'sdgs', 'pollution']",2021-03-09,2021,3,9,59386332,arikring,Arik Ring - Energy Engineering Expert,@HansLak @amongstwits @ECOWARRIORSS @AmazingChevVolt @MarcVegan @JJ_Angelus @Totalrecoverys1 @THEnergyNet @Jackthelad1947 @mwt2008 @ProfRayWills @kashthefuturist @charluv2011 @kirillklip @autrement_votre @ProfStrachan @NormanBuffong @debraruh @Sustainablehero @StopAdaniCairns @stracma @cberrl @01000011CS @luribea68 @SOLARLIFE @Hal_Good @ollivier_yves @gezgintrk @1o5CleanEnergy @AuroraBlogspot @diioannid @SustMeme @zaibatsu @JeremyMallin @NancySinatra @AkwyZ @1CaptD @ken_crichlow @MLCzone @ristori20 @seth_leitman @climateguyw @lillith6 @solarimpulse @SonoMotors @Peter_Dickerson @mvollmer1 @Susemgf #Decarbonization is a Must! How About #Solar #Electric #Trains?  Let's Add #Renewables to #Transportation &amp; Go!  #RenewableEnergy #EV #ClimateChange #ClimateEmergency #ClimateAction #FridaysForFuture #Sustainability #Carbon #SDGs #Pollution @28delayslater  https://t.co/txrvEERfsn,en,"[{'screen_name': '28delayslater', 'name': '🇺🇸 earl of frunkpuppy 🎆', 'id': '998140573008695296'}]",18,354,221,https://twitter.com/arikring/status/1369417696761241608,False,"[{'screen_name': 'HansLak', 'name': 'Hans Lak #Mission2030 🌎 A Team', 'id': '21389328'}, {'screen_name': 'amongstwits', 'name': 'jo turner', 'id': '101367781'}, {'screen_name': 'ECOWARRIORSS', 'name': 'GO GREEN', 'id': '2184934963'}, {'screen_name': 'AmazingChevVolt', 'name': 'Thomas J Thias / Clean Energy Retort™ 517-749-0532', 'id': '437085205'}, {'screen_name': 'MarcVegan', 'name': '🌊🇺🇦🇺🇦🇺🇦Ukraine VoteBlue 🌊', 'id': '2516013102'}, {'screen_name': 'JJ_Angelus', 'name': 'JJ. Angelus (Mrs.)', 'id': '30588028'}, {'screen_name': 'Totalrecoverys1', 'name': 'Adam Robert Thomas', 'id': '3070651257'}, {'screen_name': 'THEnergyNet', 'name': 'Dr Thomas Hillig • #EUSEW2022 Ambass.—#EVS35 #EVs', 'id': '2823694738'}, {'screen_name': 'Jackthelad1947', 'name': 'John Pratt', 'id': '172081908'}, {'screen_name': 'mwt2008', 'name': 'Mark W Tebbutt', 'id': '14132290'}, {'screen_name': 'ProfRayWills', 'name': 'Prof Ray Wills', 'id': '597076862'}, {'screen_name': 'kashthefuturist', 'name': 'Dr. Kash Siri', 'id': '925112851894865920'}, {'screen_name': 'charluv2011', 'name': 'Pure True Love 💕 🇧🇿', 'id': '731019727'}, {'screen_name': 'kirillklip', 'name': 'Kirill Klip 🌎 ⚡️⛏ #Gold & #rEVolution 🔌🔋🚘', 'id': '132288724'}, {'screen_name': 'autrement_votre', 'name': 'Louis_HK', 'id': '555348031'}, {'screen_name': 'ProfStrachan', 'name': 'Prof. Peter Strachan', 'id': '2562240601'}, {'screen_name': 'NormanBuffong', 'name': 'Norman Buffong', 'id': '1382627982'}, {'screen_name': 'debraruh', 'name': 'Debra Ruh', 'id': '17905508'}, {'screen_name': 'Sustainablehero', 'name': 'SustainableEnergyMan', 'id': '28167824'}, {'screen_name': 'StopAdaniCairns', 'name': 'Stop Adani Cairns', 'id': '773362619830849536'}, {'screen_name': 'stracma', 'name': 'Andreea STRACHINESCU #sustainability #innovation', 'id': '3016840503'}, {'screen_name': 'cberrl', 'name': 'c. berry lee', 'id': '72454254'}, {'screen_name': '01000011CS', 'name': 'ℭ𝔥𝔞𝔯𝔩𝔦𝔢⏳🎗🍀#FreeAssange #FreePalestine', 'id': '2826768270'}, {'screen_name': 'luribea68', 'name': 'Luis Uribe', 'id': '255528437'}, {'screen_name': 'SOLARLIFE', 'name': 'Solar Life', 'id': '40505130'}, {'screen_name': 'Hal_Good', 'name': 'Harold (Hal) Good, NIGP-CPP, CPPO', 'id': '29005683'}, {'screen_name': 'ollivier_yves', 'name': 'Ollivier Yves', 'id': '3155408519'}, {'screen_name': 'gezgintrk', 'name': 'Engin Dikmen', 'id': '90272103'}, {'screen_name': '1o5CleanEnergy', 'name': 'Climate Emergency', 'id': '2235191251'}, {'screen_name': 'AuroraBlogspot', 'name': 'Hendrik Klaassens #FBPE #FBR #StandWithUkraine', 'id': '901703629'}, {'screen_name': 'diioannid', 'name': 'Dimitris Ioannides', 'id': '338489470'}, {'screen_name': 'SustMeme', 'name': 'Jim McClelland', 'id': '39077431'}, {'screen_name': 'zaibatsu', 'name': 'Reg Saddler', 'id': '8071902'}, {'screen_name': 'JeremyMallin', 'name': 'Jeremy Mallin', 'id': '36096541'}, {'screen_name': 'NancySinatra', 'name': 'Nancy Sinatra', 'id': '50735431'}, {'screen_name': 'AkwyZ', 'name': '🟣 Antonio Vieira Santos #FutureOfWork', 'id': '19485870'}, {'screen_name': '1CaptD', 'name': 'CaptD', 'id': '485166864'}, {'screen_name': 'ken_crichlow', 'name': 'ken crichlow', 'id': '1163887880'}, {'screen_name': 'MLCzone', 'name': '⚖️ On the Left Coast', 'id': '1957948550'}, {'screen_name': 'ristori20', 'name': 'Dominique Ristori', 'id': '2519065502'}, {'screen_name': 'seth_leitman', 'name': 'Seth Leitman', 'id': '23431221'}, {'screen_name': 'climateguyw', 'name': 'Guy Walton', 'id': '766072848268091392'}, {'screen_name': 'lillith6', 'name': 'Lillian', 'id': '56625292'}, {'screen_name': 'solarimpulse', 'name': 'Solar Impulse Foundation', 'id': '52129399'}, {'screen_name': 'SonoMotors', 'name': 'Sono Motors', 'id': '746265535483121664'}, {'screen_name': 'Peter_Dickerson', 'name': 'Peter Dickerson', 'id': '27800134'}, {'screen_name': 'mvollmer1', 'name': 'Dr. Marcell Vollmer 🇺🇦 #StaySafe & Carpe Diem', 'id': '99674560'}, {'screen_name': 'Susemgf', 'name': 'Susan #NHSLove🌈💙🌻', 'id': '44438054'}]"
"klimakrise, allefür1komma5","['klimakrise', 'allefür1komma5']",2021-03-09,2021,3,9,1072187272815149057,fridayforfuture,Fridays for Future Germany,"Schluss mit lustig: Senken wir die Emissionen nicht sofort massiv, steuern wir auf eine globale Erhitzung von bis zu 4°C zu. Die Folgen der #Klimakrise töten längst weltweit Menschen – auch bei uns.  Wir sehen uns nächsten Freitag. #AlleFür1Komma5  https://t.co/Ngn7ApRIFS",de,[],61,187,766,https://twitter.com/FridayForFuture/status/1369363072939405316,False,[]
"fdp, scholpp, stuttgart, bawü, fridaysforfuture","['fdp', 'scholpp', 'stuttgart', 'bawü', 'fridaysforfuture']",2021-03-09,2021,3,9,859101343356772353,watch_union,UnionWatch,"Der #FDP-Landtagskandidat Thilo #Scholpp (#Stuttgart / #BaWü) hat ausversehen an #FridaysForFuture eine interne Mail weitergeleitet, die ihnen vorher einen Fragebogen zugeschickt haben.   In dieser bezeichnet er die Aktivist:innen als Arschlöcher ""weil wegen der Deadline"". /TN",de,[],17,87,360,https://twitter.com/watch_union/status/1369387682351243267,False,[]
"scholpp, klimaschutz","['scholpp', 'klimaschutz']",2021-03-09,2021,3,9,21102594,swraktuellbw,SWR Aktuell BW,"FDP-Landtagskandidat #Scholpp (@fdpstuttgart @FDPBW)  hat die #Klimaschutz-Aktivist*innen von @FridayForFuture  verärgert. Grund ist eine versehentlich abgeschickte Mail mit dem Inhalt: ""FFF Fragebogen mit Deadline 3.2. was für Arsch ...""  https://t.co/UDAKl2lgjG",de,"[{'screen_name': 'fdpstuttgart', 'name': 'fdp stuttgart', 'id': '408157097'}, {'screen_name': 'fdpbw', 'name': 'fdp baden-württemberg', 'id': '22157096'}, {'screen_name': 'fridayforfuture', 'name': 'fridays for future germany', 'id': '1072187272815149057'}]",8,5,9,https://twitter.com/SWRAktuellBW/status/1369355545560420358,False,[]
"globalmobilityservice, ドローイング, 朝ジャズ, ニューヨーク, 牛乳石鹸, 朝クラシック, fridaysforfuture, z世代, jwave, ohayomorning","['globalmobilityservice', 'ドローイング', '朝ジャズ', 'ニューヨーク', '牛乳石鹸', '朝クラシック', 'fridaysforfuture', 'z世代', 'jwave', 'ohayomorning']",2021-03-09,2021,3,9,481685001,jtmr813,TOKYO MORNING RADIO,お留守番モーニング🎶 @jtmr813   今日と明日は、 夫馬賢治と小林麗菜がナビゲート😆 @KenjiFuma @yolo_reina   ▽#GlobalMobilityService ▽#ドローイング ▽#朝ジャズ ▽#ニューヨーク ▽#牛乳石鹸 ▽#朝クラシック ▽#FridaysForFuture ▽#Z世代  and more~  #jwave #ohayomorning @AtelierEAU  https://t.co/9W4mI4cvLT,ja,"[{'screen_name': 'jtmr813', 'name': 'tokyo morning radio', 'id': '481685001'}, {'screen_name': 'kenjifuma', 'name': '夫馬賢治 kenji fuma', 'id': '65306421'}, {'screen_name': 'yolo_reina', 'name': '小林麗菜', 'id': '2892083634'}, {'screen_name': 'ateliereau', 'name': 'atelier e.a.u', 'id': '862774957'}]",5,6,81,https://twitter.com/jtmr813/status/1369392695479857155,False,[]
nomoreemptypromises,['nomoreemptypromises'],2021-03-09,2021,3,9,1072187272815149057,fridayforfuture,Fridays for Future Germany,"Seit Jahren machen Regierungen unermüdlich Ankündigungen zum Klimaschutz – wenn es ernst wird, entscheiden sie sich aber immer gegen Maßnahmen. In 🔟 Tagen fordern wir beim globalen Aktionstag also #NoMoreEmptyPromises.  ⬇️ In drei Schritten könnt ihr uns dabei unterstützen ⬇️",de,[],6,43,247,https://twitter.com/FridayForFuture/status/1369334830333362178,False,[]
"cdu, verhaltenskodex","['cdu', 'verhaltenskodex']",2021-03-09,2021,3,9,1025322333534396416,nickheubeck,Nick Heubeck,"Bekomme das Gefühl, die Politik der #CDU wäre heute näher an den Zusagen des Pariser Abkommens, hätten wir mit @FridayForFuture vor zwei Jahren mal lieber 1,4 Mio. Euro gesammelt, anstatt 1,4 Mio. Leute demokratisch auf den Straßen zu organisieren. Wie naiv auch. #Verhaltenskodex",de,"[{'screen_name': 'fridayforfuture', 'name': 'fridays for future germany', 'id': '1072187272815149057'}]",3,26,193,https://twitter.com/NickHeubeck/status/1369214301530099715,False,[]
intersectionalfeminism,['intersectionalfeminism'],2021-03-09,2021,3,9,1072187272815149057,fridayforfuture,Fridays for Future Germany,"„Man kann halt nicht nur für ein Thema kämpfen!“ @SinaChom bringt auf den Punkt, warum unser Kampf für Klimagerechtigkeit ein feministischer ist. #IntersectionalFeminism   https://t.co/eGQUQotw4D",de,"[{'screen_name': 'sinachom', 'name': 'sina reisch', 'id': '2669832575'}]",12,17,126,https://twitter.com/FridayForFuture/status/1369202376880644096,False,[]
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller, cdurausausderregierung","['ohnemeinenphysiotherapeuten', 'therapeutenamlimit', 'gesundheitkämpft', 'unten', 'einesorgeweniger', 'heimatstern', 'noafd', 'fridaysforfuture', 'legalizeit', 'richtermüller', 'cdurausausderregierung']",2021-03-09,2021,3,9,3208594605,jmxmertens,Jörg Mertens🥦🌈🇺🇦#EineSorgeWeniger,Guten Morgen vom Hirschgarten 👋😷Dienstag und Änderungen nicht in Sicht... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller #CDUrausausderRegierung 💪✊🍀🌹🥦,de,[],8,5,13,https://twitter.com/JmxMertens/status/1369094447904997378,False,[]
"allefür1komma5, nomoreemptypromises","['allefür1komma5', 'nomoreemptypromises']",2021-03-09,2021,3,9,1072187272815149057,fridayforfuture,Fridays for Future Germany,Schritt 3: Bringt den Klimastreik in eure Straße und bestellt euch noch schnell euer kostenloses Mobil-Paket! Darin enthalten:  1x Sprühkreide 3x Vorlage zum Sprühen  Werdet kreativ und postet die Bilder unter #AlleFür1Komma5 und #NoMoreEmptyPromises!  https://t.co/yrtzQ6adCO,de,[],6,7,58,https://twitter.com/FridayForFuture/status/1369334835156815873,False,[]
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller","['ohnemeinenphysiotherapeuten', 'therapeutenamlimit', 'gesundheitkämpft', 'unten', 'einesorgeweniger', 'heimatstern', 'noafd', 'fridaysforfuture', 'legalizeit', 'richtermüller']",2021-03-10,2021,3,10,3208594605,jmxmertens,Jörg Mertens🥦🌈🇺🇦#EineSorgeWeniger,Guten Morgen vom Hirschgarten 👋😷früh ruft der Mittwoch zum Tropfendienst des Broccolisten #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller 💪✊🍀🌹🥦bibete !,de,[],7,5,14,https://twitter.com/JmxMertens/status/1369455882623459333,False,[]
fridaysforfuture,['fridaysforfuture'],2021-03-10,2021,3,10,46506333,kroschel,Kroschel,Dann handelt es sich bei #FridaysForFuture also um eine orchestrierte Kampagne und nicht um eine Graswurzelbewegung? Sie sehen mich erstaunt.   https://t.co/fzO6xdOhhr  https://t.co/hYs37O0L9A,de,[],2,6,25,https://twitter.com/kroschel/status/1369572540373467137,False,[]
"karlsruhe, fridaysforfuture","['karlsruhe', 'fridaysforfuture']",2021-03-10,2021,3,10,1109106628194914306,fff_karlsruhe,Fridays For Future Karlsruhe,"Habt ihr schon gesehen, dass der Weg im Schlossgarten von uns verschönert wurde? 🧐 #Karlsruhe #FridaysForFuture   📸: @dc30738186  https://t.co/wG1avI9TOw",de,[],4,9,50,https://twitter.com/FFF_Karlsruhe/status/1369653769609297933,False,[]
"co2, klimawandel, fridaysforfuture","['co2', 'klimawandel', 'fridaysforfuture']",2021-03-10,2021,3,10,1155848155893837825,thereal32492440,Inspector Reality 🕵️‍♂️ 🇩🇪 🇬🇷,Alle Klimaziele sind hinfällig! Die Vulkane auf diesem Planeten machen uns einen dicken Strich durch die geplante #Co2 Bilanz. 😂 Der #Klimawandel kann durch #FridaysForFuture nicht mehr gestoppt werden. 🤣🤣🤣,de,[],3,9,12,https://twitter.com/TheReal32492440/status/1369666604280274952,False,[]
